0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,56.75
5,56.75,143.25
6,200.0,0.0
7,200.0,0.0
8,200.0,0.0
9,200.0,0.0
10,200.0,0.0
11,200.0,0.0
12,200.0,0.0
13,200.0,0.0
14,200.0,0.0
15,200.0,0.0
16,200.0,0.0
17,200.0,0.0
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,64.03125
11,64.03125,133.34520178810163
12,197.37645178810163,139.62550133689837
13,337.001953125,62.998046875
14,400.0,0.0
15,400.0,0.0
16,400.0,0.0
17,400.0,3.1765624999999886
18,403.1765625,77.90791015625001
19,481.08447265625,153.08368210565482
20,634.1681547619048,128.12872023809518
21,762.296875,37.703125
22,800.0,0.0
23,800.0,0.0
24,800.0,34.42578125
25,834.42578125,165.57421875
26,1000.0,0.0
27,1000.0,0.0
28,1000.0,0.0
29,1000.0,0.0
30,1000.0,0.0
31,1000.0,0.0
32,1000.0,0.0
33,1000.0,0.0
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,8.454900568181818
8,8.454900568181818,27.73129734848485
9,36.18619791666667,3.8138020833333286
10,40.0,0.0
11,40.0,0.96875
12,40.96875,39.03125
13,80.0,0.0
14,80.0,20.0
15,100.0,0.0
16,100.0,0.0
17,100.0,0.0
18,100.0,0.0
19,100.0,0.0
20,100.0,0.0
21,100.0,0.0
22,100.0,0.0
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,10.0
14,10.0,36.29309424942335
15,46.29309424942335,23.652664951766212
16,69.94575920118956,0.004886558451389078
17,69.95064575964095,0.004886558451389078
18,69.95553231809234,0.004886558451403289
19,69.96041887654374,0.004886558451374867
20,69.96530543499512,0.004886558451403289
21,69.97019199344652,0.004886558451389078
22,69.97507855189791,30.00488655845139
23,99.9799651103493,0.004886558451389078
24,99.98485166880069,0.004886558451389078
25,99.98973822725208,0.004886558451389078
26,99.99462478570346,0.004886558451389078
27,99.99951134415485,0.0
